miner,epoch,param.penalty,param.gasreward,param.wincount,block_reward,total_reward,penalty,reward_payable
t01002,574,0,0,3,16475508533738333231,16475508533738333231,0,16475508533738333231
t01002,575,0,620955325,4,21967342701505540997,21967342702126496322,0,21967342702126496322
t01001,575,0,0,1,5491835675376385249,5491835675376385249,0,5491835675376385249
t01000,575,0,0,3,16475507026129155748,16475507026129155748,0,16475507026129155748
t01000,576,0,790210615,2,10983670345680077494,10983670346470288109,0,10983670346470288109
t01001,576,0,0,3,16475505518520116242,16475505518520116242,0,16475505518520116242
t01002,576,0,0,2,10983670345680077494,10983670345680077494,0,10983670345680077494
t01000,577,0,479850887,1,5491834670303738237,5491834670783589124,0,5491834670783589124
t01002,577,0,0,3,16475504010911214713,16475504010911214713,0,16475504010911214713
t01001,578,0,919286222,2,10983668335534967441,10983668336454253663,0,10983668336454253663
t01000,578,0,0,1,5491834167767483720,5491834167767483720,0,5491834167767483720
t01002,578,0,0,4,21967336671069934883,21967336671069934883,0,21967336671069934883
t01002,579,0,789853348,2,10983667330462550392,10983667331252403740,0,10983667331252403740
t01001,579,0,0,1,5491833665231275196,5491833665231275196,0,5491833665231275196
t01002,580,0,277187340,3,16475499488085337992,16475499488362525332,0,16475499488362525332
t01000,580,0,0,1,5491833162695112664,5491833162695112664,0,5491833162695112664
t01001,580,0,0,1,5491833162695112664,5491833162695112664,0,5491833162695112664
t01000,581,0,1935134643,2,10983665320317992249,10983665322253126892,0,10983665322253126892
t01002,581,0,140246900,1,5491832660158996124,5491832660299243024,0,5491832660299243024
t01001,581,0,0,1,5491832660158996124,5491832660158996124,0,5491832660158996124
t01001,582,0,682363085,1,5491832157622925577,5491832158305288662,0,5491832158305288662
t01002,582,0,0,1,5491832157622925577,5491832157622925577,0,5491832157622925577
t01000,583,0,627400627,1,5491831655086901022,5491831655714301649,0,5491831655714301649
t01002,583,0,0,2,10983663310173802045,10983663310173802045,0,10983663310173802045
t01001,583,0,0,1,5491831655086901022,5491831655086901022,0,5491831655086901022
t01000,584,0,1021050862,6,32950986915305534763,32950986916326585625,0,32950986916326585625
t01001,584,0,6260725,2,10983662305101844921,10983662305108105646,0,10983662305108105646
t01001,585,0,277187340,1,5491830650014989891,5491830650292177231,0,5491830650292177231
t01000,585,0,0,2,10983661300029979782,10983661300029979782,0,10983661300029979782
t01001,586,0,1702362208,3,16475490442437309941,16475490444139672149,0,16475490444139672149
t01002,586,0,0,2,10983660294958206627,10983660294958206627,0,10983660294958206627
t01001,587,0,277187340,4,21967318579773050916,21967318580050238256,0,21967318580050238256
t01002,587,0,0,1,5491829644943262729,5491829644943262729,0,5491829644943262729
t01000,587,0,0,3,16475488934829788187,16475488934829788187,0,16475488934829788187
t01000,588,0,4085636792,1,5491829142407468136,5491829146493104928,0,5491829146493104928
t01001,588,0,0,1,5491829142407468136,5491829142407468136,0,5491829142407468136
t01000,589,0,277187340,1,5491828639871719536,5491828640148906876,0,5491828640148906876
t01001,589,0,0,2,10983657279743439073,10983657279743439073,0,10983657279743439073
t01002,589,0,0,1,5491828639871719536,5491828639871719536,0,5491828639871719536
t01002,590,0,4673067523,2,10983656274672033858,10983656279345101381,0,10983656279345101381
t01001,590,0,0,2,10983656274672033858,10983656274672033858,0,10983656274672033858
t01000,590,0,6260725,1,5491828137336016929,5491828137342277654,0,5491828137342277654
t01002,591,0,868737220,3,16475482904401080942,16475482905269818162,0,16475482905269818162
t01000,591,0,2252228,2,10983655269600720628,10983655269602972856,0,10983655269602972856
t01001,591,0,0,1,5491827634800360314,5491827634800360314,0,5491827634800360314
t01000,592,0,2170671037,1,5491827132264749691,5491827134435420728,0,5491827134435420728
t01001,592,0,0,2,10983654264529499383,10983654264529499383,0,10983654264529499383
t01002,592,0,0,4,21967308529058998766,21967308529058998766,0,21967308529058998766
t01000,593,0,921214730,1,5491826629729185061,5491826630650399791,0,5491826630650399791
t01001,593,0,0,2,10983653259458370123,10983653259458370123,0,10983653259458370123
t01000,594,0,2025032034,2,10983652254387332847,10983652256412364881,0,10983652256412364881
t01001,594,0,0,1,5491826127193666423,5491826127193666423,0,5491826127193666423
t01000,595,0,1039927442,1,5491825624658193778,5491825625698121220,0,5491825625698121220
t01002,595,0,0,3,16475476873974581335,16475476873974581335,0,16475476873974581335
t01000,596,0,1677170966,2,10983650244245534251,10983650245922705217,0,10983650245922705217
t01001,596,0,0,2,10983650244245534251,10983650244245534251,0,10983650244245534251
t01001,597,0,392086764,2,10983649239174772930,10983649239566859694,0,10983649239566859694
t01000,598,0,614917783,1,5491824117052051797,5491824117666969580,0,5491824117666969580
t01001,598,0,0,3,16475472351156155391,16475472351156155391,0,16475472351156155391
t01001,599,0,1648027335,1,5491823614516763121,5491823616164790456,0,5491823616164790456
t01002,599,0,0,2,10983647229033526242,10983647229033526242,0,10983647229033526242
t01002,600,0,417106210,3,16475469335944561314,16475469336361667524,0,16475469336361667524
t01000,600,0,0,1,5491823111981520438,5491823111981520438,0,5491823111981520438
t01001,601,0,1645518254,2,10983645218892647494,10983645220538165748,0,10983645220538165748
t01000,601,0,0,1,5491822609446323747,5491822609446323747,0,5491822609446323747
t01002,601,0,0,2,10983645218892647494,10983645218892647494,0,10983645218892647494
t01001,602,0,496561085,1,5491822106911173049,5491822107407734134,0,5491822107407734134
t01000,602,0,0,3,16475466320733519147,16475466320733519147,0,16475466320733519147
t01002,602,0,0,1,5491822106911173049,5491822106911173049,0,5491822106911173049
t01001,603,0,556921397,3,16475464813128205028,16475464813685126425,0,16475464813685126425
t01000,603,0,0,2,10983643208752136685,10983643208752136685,0,10983643208752136685
t01002,603,0,0,1,5491821604376068342,5491821604376068342,0,5491821604376068342
t01000,604,0,1652018816,1,5491821101841009629,5491821103493028445,0,5491821103493028445
t01002,604,0,6260725,2,10983642203682019258,10983642203688279983,0,10983642203688279983
t01002,605,0,226518197,5,27459102996529984539,27459102996756502736,0,27459102996756502736
t01001,605,0,0,6,32950923595835981446,32950923595835981446,0,32950923595835981446
t01000,605,0,0,6,32950923595835981446,32950923595835981446,0,32950923595835981446
t01001,606,0,1686459007,4,21967280387084120716,21967280388770579723,0,21967280388770579723
t01000,606,0,17228820,2,10983640193542060358,10983640193559289178,0,10983640193559289178
t01001,607,0,330410091,2,10983639188472218884,10983639188802628975,0,10983639188802628975
t01000,607,0,22885784,1,5491819594236109442,5491819594258995226,0,5491819594258995226
t01001,608,0,1411907361,3,16475457275103704094,16475457276515611455,0,16475457276515611455
t01002,608,0,0,1,5491819091701234698,5491819091701234698,0,5491819091701234698
t01000,609,0,522468723,1,5491818589166405946,5491818589688874669,0,5491818589688874669
t01002,609,0,0,3,16475455767499217839,16475455767499217839,0,16475455767499217839
t01001,609,0,0,1,5491818589166405946,5491818589166405946,0,5491818589166405946
t01000,610,0,510663268,2,10983636173263246373,10983636173773909641,0,10983636173773909641
t01001,610,0,0,3,16475454259894869560,16475454259894869560,0,16475454259894869560
t01002,610,0,0,3,16475454259894869560,16475454259894869560,0,16475454259894869560
t01000,611,0,1174117648,4,21967270336387545679,21967270337561663327,0,21967270337561663327
t01001,611,0,0,4,21967270336387545679,21967270336387545679,0,21967270336387545679
t01002,611,0,0,2,10983635168193772839,10983635168193772839,0,10983635168193772839
t01000,612,0,549035536,3,16475451244686586935,16475451245235622471,0,16475451245235622471
t01001,612,0,0,1,5491817081562195645,5491817081562195645,0,5491817081562195645
t01002,612,0,0,2,10983634163124391290,10983634163124391290,0,10983634163124391290
t01000,613,0,1997146093,1,5491816579027550862,5491816581024696955,0,5491816581024696955
t01002,613,0,0,2,10983633158055101725,10983633158055101725,0,10983633158055101725
t01001,613,0,0,2,10983633158055101725,10983633158055101725,0,10983633158055101725
t01001,614,0,392547445,1,5491816076492952072,5491816076885499517,0,5491816076885499517
t01000,614,0,0,3,16475448229478856217,16475448229478856217,0,16475448229478856217
t01001,615,0,616519601,4,21967262295833597098,21967262296450116699,0,21967262296450116699
t01000,615,0,0,2,10983631147916798549,10983631147916798549,0,10983631147916798549
t01002,615,0,0,1,5491815573958399274,5491815573958399274,0,5491815573958399274
t01001,616,0,1102843249,1,5491815071423892469,5491815072526735718,0,5491815072526735718
t01000,616,0,0,1,5491815071423892469,5491815071423892469,0,5491815071423892469
t01002,616,0,0,1,5491815071423892469,5491815071423892469,0,5491815071423892469
t01002,617,0,2962060964,2,10983629137778863312,10983629140740924276,0,10983629140740924276
t01000,617,0,0,2,10983629137778863312,10983629137778863312,0,10983629137778863312
t01001,617,0,0,3,16475443706668294968,16475443706668294968,0,16475443706668294968
t01002,618,0,221170605,2,10983628132710033670,10983628132931204275,0,10983628132931204275
t01001,618,0,0,1,5491814066355016835,5491814066355016835,0,5491814066355016835
t01000,619,0,321920723,1,5491813563820648007,5491813564142568730,0,5491813564142568730
t01000,620,0,837898189,2,10983626122572650341,10983626123410548530,0,10983626123410548530
t01002,620,0,0,2,10983626122572650341,10983626122572650341,0,10983626122572650341
t01001,620,0,0,1,5491813061286325170,5491813061286325170,0,5491813061286325170
t01000,621,0,546320434,2,10983625117504096654,10983625118050417088,0,10983625118050417088
t01001,621,0,0,4,21967250235008193308,21967250235008193308,0,21967250235008193308
t01002,621,0,0,1,5491812558752048327,5491812558752048327,0,5491812558752048327
t01001,622,0,898890847,2,10983624112435634951,10983624113334525798,0,10983624113334525798
t01002,623,0,889148944,2,10983623107367265232,10983623108256414176,0,10983623108256414176
t01001,623,0,0,2,10983623107367265232,10983623107367265232,0,10983623107367265232
t01000,623,0,0,1,5491811553683632616,5491811553683632616,0,5491811553683632616
t01001,624,0,3015073171,1,5491811051149493749,5491811054164566920,0,5491811054164566920
t01000,624,0,0,3,16475433153448481248,16475433153448481248,0,16475433153448481248
t01002,624,0,0,2,10983622102298987498,10983622102298987498,0,10983622102298987498
t01000,625,0,739003140,1,5491810548615400874,5491810549354404014,0,5491810549354404014
t01002,625,0,0,5,27459052743077004374,27459052743077004374,0,27459052743077004374
t01000,626,0,818515135,3,16475430138244061977,16475430139062577112,0,16475430139062577112
t01002,626,0,0,1,5491810046081353992,5491810046081353992,0,5491810046081353992
t01002,627,0,749064889,2,10983619087094706204,10983619087843771093,0,10983619087843771093
t01000,627,0,139362670,3,16475428630642059307,16475428630781421977,0,16475428630781421977
t01001,627,0,17429059,1,5491809543547353102,5491809543564782161,0,5491809543564782161
t01002,628,0,961435443,1,5491809041013398204,5491809041974833647,0,5491809041974833647
t01000,628,0,0,2,10983618082026796409,10983618082026796409,0,10983618082026796409
t01001,628,0,0,1,5491809041013398204,5491809041013398204,0,5491809041013398204
t01000,629,0,564832641,1,5491808538479489299,5491808539044321940,0,5491808539044321940
t01001,629,0,0,3,16475425615438467897,16475425615438467897,0,16475425615438467897
t01002,629,0,0,4,21967234153917957196,21967234153917957196,0,21967234153917957196
t01000,630,0,428783085,3,16475424107836879158,16475424108265662243,0,16475424108265662243
t01002,630,0,0,1,5491808035945626386,5491808035945626386,0,5491808035945626386
t01002,631,0,508071948,1,5491807533411809465,5491807533919881413,0,5491807533919881413
t01002,632,0,923421319,6,32950842185268231219,32950842186191652538,0,32950842186191652538
t01000,632,0,0,4,21967228123512154146,21967228123512154146,0,21967228123512154146
t01001,632,0,0,1,5491807030878038536,5491807030878038536,0,5491807030878038536
t01002,633,0,860930952,2,10983613056688627200,10983613057549558152,0,10983613057549558152
t01000,633,0,0,1,5491806528344313600,5491806528344313600,0,5491806528344313600
t01001,633,0,0,4,21967226113377254400,21967226113377254400,0,21967226113377254400
t01001,634,0,499294612,2,10983612051621269312,10983612052120563924,0,10983612052120563924
t01002,634,0,0,5,27459030129053173280,27459030129053173280,0,27459030129053173280
t01000,635,0,1025716702,3,16475416569831005112,16475416570856721814,0,16475416570856721814
t01002,635,0,0,1,5491805523277001704,5491805523277001704,0,5491805523277001704
t01001,635,0,0,2,10983611046554003408,10983611046554003408,0,10983611046554003408
t01000,636,0,407455871,4,21967220082973658977,21967220083381114848,0,21967220083381114848
t01001,636,0,0,1,5491805020743414744,5491805020743414744,0,5491805020743414744
t01000,637,0,3145139463,2,10983609036419747554,10983609039564887017,0,10983609039564887017
t01002,637,0,0,2,10983609036419747554,10983609036419747554,0,10983609036419747554
t01001,637,0,0,1,5491804518209873777,5491804518209873777,0,5491804518209873777
t01000,638,0,232591122,2,10983608031352757604,10983608031585348726,0,10983608031585348726
t01002,639,0,85524652,3,16475410539428789457,16475410539514314109,0,16475410539514314109
t01000,639,0,0,2,10983607026285859638,10983607026285859638,0,10983607026285859638
t01001,639,0,0,1,5491803513142929819,5491803513142929819,0,5491803513142929819
t01001,640,0,564425046,4,21967212042438107313,21967212043002532359,0,21967212043002532359
t01002,640,0,0,1,5491803010609526828,5491803010609526828,0,5491803010609526828
t01000,641,0,747803220,4,21967210032304679319,21967210033052482539,0,21967210033052482539
t01002,641,0,0,1,5491802508076169829,5491802508076169829,0,5491802508076169829
t01001,642,0,465595205,3,16475406016628576470,16475406017094171675,0,16475406017094171675
t01000,642,0,0,1,5491802005542858823,5491802005542858823,0,5491802005542858823
t01001,643,0,348870839,1,5491801503009593809,5491801503358464648,0,5491801503358464648
t01000,643,0,0,1,5491801503009593809,5491801503009593809,0,5491801503009593809
t01000,644,0,412069949,1,5491801000476374787,5491801000888444736,0,5491801000888444736
t01002,644,0,0,1,5491801000476374787,5491801000476374787,0,5491801000476374787
t01001,644,0,0,2,10983602000952749575,10983602000952749575,0,10983602000952749575
t01001,645,0,835091779,3,16475401493829605274,16475401494664697053,0,16475401494664697053
t01000,645,0,0,2,10983600995886403516,10983600995886403516,0,10983600995886403516
t01002,646,0,955011584,5,27458999977050373604,27458999978005385188,0,27458999978005385188
t01000,646,0,0,2,10983599990820149441,10983599990820149441,0,10983599990820149441
t01002,647,0,1104006304,1,5491799492876993675,5491799493980999979,0,5491799493980999979
t01001,647,0,0,4,21967197971507974703,21967197971507974703,0,21967197971507974703
t01000,647,0,0,3,16475398478630981027,16475398478630981027,0,16475398478630981027
t01002,648,0,562563938,3,16475396971031875868,16475396971594439806,0,16475396971594439806
t01001,648,0,0,1,5491798990343958622,5491798990343958622,0,5491798990343958622
t01000,649,0,3216560954,3,16475395463432908686,16475395466649469640,0,16475395466649469640
t01002,649,0,0,1,5491798487810969562,5491798487810969562,0,5491798487810969562
t01001,649,0,0,5,27458992439054847810,27458992439054847810,0,27458992439054847810
t01001,650,0,637363304,2,10983595970556052986,10983595971193416290,0,10983595971193416290
t01002,650,0,21314309,1,5491797985278026493,5491797985299340802,0,5491797985299340802
t01000,650,0,0,1,5491797985278026493,5491797985278026493,0,5491797985278026493
t01000,651,0,741339665,3,16475392448235388251,16475392448976727916,0,16475392448976727916
t01001,651,0,0,1,5491797482745129417,5491797482745129417,0,5491797482745129417
t01002,651,0,2252228,3,16475392448235388251,16475392448237640479,0,16475392448237640479
t01000,652,0,1050035174,2,10983593960424556665,10983593961474591839,0,10983593961474591839
t01002,652,0,0,1,5491796980212278332,5491796980212278332,0,5491796980212278332
t01000,653,0,680451951,1,5491796477679473240,5491796478359925191,0,5491796478359925191
t01002,653,0,0,2,10983592955358946481,10983592955358946481,0,10983592955358946481
t01001,653,0,6369725,1,5491796477679473240,5491796477685842965,0,5491796477685842965
t01002,654,0,840333846,2,10983591950293428281,10983591951133762127,0,10983591951133762127
t01000,654,0,0,1,5491795975146714140,5491795975146714140,0,5491795975146714140
t01001,655,0,911138374,2,10983590945228002066,10983590946139140440,0,10983590946139140440
t01002,655,0,0,1,5491795472614001033,5491795472614001033,0,5491795472614001033
t01002,656,0,875210055,2,10983589940162667835,10983589941037877890,0,10983589941037877890
t01001,656,0,0,2,10983589940162667835,10983589940162667835,0,10983589940162667835
t01001,657,0,740226187,1,5491794467548712794,5491794468288938981,0,5491794468288938981
t01000,657,0,0,1,5491794467548712794,5491794467548712794,0,5491794467548712794
t01002,657,0,0,1,5491794467548712794,5491794467548712794,0,5491794467548712794
t01002,658,0,836681343,1,5491793965016137663,5491793965852819006,0,5491793965852819006
t01001,658,0,0,3,16475381895048412989,16475381895048412989,0,16475381895048412989
t01000,658,0,0,4,21967175860064550652,21967175860064550652,0,21967175860064550652
t01001,659,0,712003161,1,5491793462483608524,5491793463195611685,0,5491793463195611685
t01000,659,0,0,1,5491793462483608524,5491793462483608524,0,5491793462483608524
t01001,660,0,728955972,2,10983585919902250754,10983585920631206726,0,10983585920631206726
t01002,660,0,158092779,1,5491792959951125377,5491792960109218156,0,5491792960109218156
t01000,660,0,0,3,16475378879853376131,16475378879853376131,0,16475378879853376131
t01002,661,0,487677307,3,16475377372256064666,16475377372743741973,0,16475377372743741973
t01000,661,0,883991,3,16475377372256064666,16475377372256948657,0,16475377372256948657
t01001,662,0,338478967,3,16475375864658891178,16475375864997370145,0,16475375864997370145
t01002,662,0,0,1,5491791954886297059,5491791954886297059,0,5491791954886297059
t01000,662,0,0,2,10983583909772594119,10983583909772594119,0,10983583909772594119
t01000,663,0,469633971,3,16475374357061855667,16475374357531489638,0,16475374357531489638
t01002,663,0,0,3,16475374357061855667,16475374357061855667,0,16475374357061855667
t01001,664,0,489875137,2,10983581899643305421,10983581900133180558,0,10983581900133180558
t01000,664,0,0,1,5491790949821652710,5491790949821652710,0,5491790949821652710
t01000,665,0,1000840697,2,10983580894578799048,10983580895579639745,0,10983580895579639745
t01001,665,0,0,4,21967161789157598097,21967161789157598097,0,21967161789157598097
t01001,666,0,433779657,2,10983579889514384660,10983579889948164317,0,10983579889948164317
t01002,666,0,18808619,1,5491789944757192330,5491789944776000949,0,5491789944776000949
t01000,666,0,0,3,16475369834271576991,16475369834271576991,0,16475369834271576991
t01001,667,0,876375195,2,10983578884450062256,10983578885326437451,0,10983578885326437451
t01002,667,0,0,1,5491789442225031128,5491789442225031128,0,5491789442225031128
t01000,667,0,0,2,10983578884450062256,10983578884450062256,0,10983578884450062256
t01002,668,0,1444445982,1,5491788939692915918,5491788941137361900,0,5491788941137361900
t01001,668,0,0,3,16475366819078747755,16475366819078747755,0,16475366819078747755
t01000,668,0,0,1,5491788939692915918,5491788939692915918,0,5491788939692915918
t01002,669,0,591628411,3,16475365311482540101,16475365312074168512,0,16475365312074168512
t01001,669,0,0,3,16475365311482540101,16475365311482540101,0,16475365311482540101
t01000,670,0,432251060,2,10983575869257646950,10983575869689898010,0,10983575869689898010
t01001,670,0,0,2,10983575869257646950,10983575869257646950,0,10983575869257646950
t01000,671,0,645697699,2,10983574864193692482,10983574864839390181,0,10983574864839390181
t01001,672,0,118953548,2,10983573859129830000,10983573859248783548,0,10983573859248783548
t01000,672,0,0,1,5491786929564915000,5491786929564915000,0,5491786929564915000
t01002,672,0,883991,3,16475360788694745000,16475360788695628991,0,16475360788695628991
t01000,673,0,444561502,4,21967145708132119002,21967145708576680504,0,21967145708576680504
t01001,673,0,0,2,10983572854066059501,10983572854066059501,0,10983572854066059501
t01002,673,0,0,1,5491786427033029750,5491786427033029750,0,5491786427033029750
t01002,674,0,592728308,1,5491785924501190493,5491785925093918801,0,5491785925093918801
t01000,674,0,0,1,5491785924501190493,5491785924501190493,0,5491785924501190493
t01001,674,0,0,2,10983571849002380986,10983571849002380986,0,10983571849002380986
t01001,675,0,410821433,2,10983570843938794456,10983570844349615889,0,10983570844349615889
t01002,675,0,0,2,10983570843938794456,10983570843938794456,0,10983570843938794456
t01000,676,0,364409531,2,10983569838875299910,10983569839239709441,0,10983569839239709441
t01001,676,0,0,3,16475354758312949865,16475354758312949865,0,16475354758312949865
t01002,676,0,0,3,16475354758312949865,16475354758312949865,0,16475354758312949865
t01001,677,0,395591889,2,10983568833811897348,10983568834207489237,0,10983568834207489237
t01000,677,0,0,5,27458922084529743370,27458922084529743370,0,27458922084529743370
t01002,677,0,0,2,10983568833811897348,10983568833811897348,0,10983568833811897348
t01000,678,0,236694367,3,16475351743122880155,16475351743359574522,0,16475351743359574522
t01001,678,0,0,2,10983567828748586770,10983567828748586770,0,10983567828748586770
t01002,678,0,0,1,5491783914374293385,5491783914374293385,0,5491783914374293385
t01000,679,0,910845540,1,5491783411842684088,5491783412753529628,0,5491783412753529628
t01001,679,0,0,2,10983566823685368176,10983566823685368176,0,10983566823685368176
t01002,679,0,0,1,5491783411842684088,5491783411842684088,0,5491783411842684088
t01002,680,0,803191324,5,27458914546555603916,27458914547358795240,0,27458914547358795240
t01001,680,0,22446990,3,16475348727933362349,16475348727955809339,0,16475348727955809339
t01000,680,0,0,2,10983565818622241566,10983565818622241566,0,10983565818622241566
t01001,681,0,581752342,2,10983564813559206940,10983564814140959282,0,10983564814140959282
t01002,681,0,0,2,10983564813559206940,10983564813559206940,0,10983564813559206940
t01000,681,0,0,1,5491782406779603470,5491782406779603470,0,5491782406779603470
t01002,682,0,515269104,2,10983563808496264299,10983563809011533403,0,10983563809011533403
t01001,682,0,0,1,5491781904248132149,5491781904248132149,0,5491781904248132149
t01000,682,0,19102539,2,10983563808496264299,10983563808515366838,0,10983563808515366838
t01001,683,0,2762607815,3,16475344205150120463,16475344207912728278,0,16475344207912728278
t01000,683,0,0,1,5491781401716706821,5491781401716706821,0,5491781401716706821
t01002,683,0,0,4,21967125606866827284,21967125606866827284,0,21967125606866827284
t01000,684,0,563876856,1,5491780899185327484,5491780899749204340,0,5491780899749204340
t01001,684,0,0,2,10983561798370654968,10983561798370654968,0,10983561798370654968
t01002,684,0,0,1,5491780899185327484,5491780899185327484,0,5491780899185327484
t01001,685,0,393704249,1,5491780396653994139,5491780397047698388,0,5491780397047698388
t01000,685,0,0,2,10983560793307988279,10983560793307988279,0,10983560793307988279
t01002,685,0,0,4,21967121586615976559,21967121586615976559,0,21967121586615976559
t01002,686,0,540578846,2,10983559788245413574,10983559788785992420,0,10983559788785992420
t01001,686,0,0,2,10983559788245413574,10983559788245413574,0,10983559788245413574
t01000,686,0,0,1,5491779894122706787,5491779894122706787,0,5491779894122706787
t01001,687,0,461177643,1,5491779391591465426,5491779392052643069,0,5491779392052643069
t01000,687,0,0,2,10983558783182930853,10983558783182930853,0,10983558783182930853
t01000,688,0,275462602,1,5491778889060270058,5491778889335732660,0,5491778889335732660
t01001,688,0,37570058,3,16475336667180810174,16475336667218380232,0,16475336667218380232
t01001,689,0,210824540,1,5491778386529120681,5491778386739945221,0,5491778386739945221
t01000,689,0,0,1,5491778386529120681,5491778386529120681,0,5491778386529120681
t01002,689,0,0,3,16475335159587362045,16475335159587362045,0,16475335159587362045
t01002,690,0,888408589,2,10983555767996034594,10983555768884443183,0,10983555768884443183
t01001,691,0,1239376398,3,16475332144400879714,16475332145640256112,0,16475332145640256112
t01002,691,0,0,4,21967109525867839619,21967109525867839619,0,21967109525867839619
t01000,692,0,754483647,1,5491776878935948504,5491776879690432151,0,5491776879690432151
t01001,692,0,0,4,21967107515743794017,21967107515743794017,0,21967107515743794017
t01002,692,0,0,1,5491776878935948504,5491776878935948504,0,5491776878935948504
t01000,693,0,636431056,1,5491776376404983096,5491776377041414152,0,5491776377041414152
t01001,693,0,0,2,10983552752809966192,10983552752809966192,0,10983552752809966192
t01002,693,0,0,1,5491776376404983096,5491776376404983096,0,5491776376404983096
t01000,694,0,678709521,2,10983551747748127359,10983551748426836880,0,10983551748426836880
t01001,694,0,0,3,16475327621622191038,16475327621622191038,0,16475327621622191038
t01002,694,0,0,3,16475327621622191038,16475327621622191038,0,16475327621622191038
t01001,695,0,976031413,2,10983550742686380510,10983550743662411923,0,10983550743662411923
t01000,695,0,0,1,5491775371343190255,5491775371343190255,0,5491775371343190255
t01001,696,0,959249031,3,16475324606437088468,16475324607396337499,0,16475324607396337499
t01000,696,0,0,1,5491774868812362822,5491774868812362822,0,5491774868812362822
t01002,696,0,0,1,5491774868812362822,5491774868812362822,0,5491774868812362822
t01001,697,0,423662693,2,10983548732563162764,10983548732986825457,0,10983548732986825457
t01002,697,0,0,1,5491774366281581382,5491774366281581382,0,5491774366281581382
t01002,698,0,1570383102,2,10983547727501691868,10983547729072074970,0,10983547729072074970
t01001,698,0,0,1,5491773863750845934,5491773863750845934,0,5491773863750845934
t01001,699,0,605359912,1,5491773361220156477,5491773361825516389,0,5491773361825516389
t01000,699,0,0,3,16475320083660469432,16475320083660469432,0,16475320083660469432
t01000,700,0,1195080263,2,10983545717379026026,10983545718574106289,0,10983545718574106289
t01002,700,0,0,6,32950637152137078079,32950637152137078079,0,32950637152137078079
t01001,700,0,0,1,5491772858689513013,5491772858689513013,0,5491772858689513013
t01001,701,0,1360222282,1,5491772356158915540,5491772357519137822,0,5491772357519137822
t01002,701,0,0,1,5491772356158915540,5491772356158915540,0,5491772356158915540
t01001,702,0,746763002,3,16475315560885092180,16475315561631855182,0,16475315561631855182
t01002,703,0,806239014,1,5491771351097858571,5491771351904097585,0,5491771351904097585
t01001,703,0,0,1,5491771351097858571,5491771351097858571,0,5491771351097858571
t01000,703,0,0,1,5491771351097858571,5491771351097858571,0,5491771351097858571
t01000,704,0,496587596,1,5491770848567399075,5491770849063986671,0,5491770849063986671
t01002,704,0,0,2,10983541697134798150,10983541697134798150,0,10983541697134798150
t01001,704,0,0,1,5491770848567399075,5491770848567399075,0,5491770848567399075
t01002,705,0,877990541,3,16475311038110956711,16475311038988947252,0,16475311038988947252
t01000,705,0,0,2,10983540692073971140,10983540692073971140,0,10983540692073971140
t01000,706,0,1110722407,1,5491769843506618057,5491769844617340464,0,5491769844617340464
t01001,706,0,0,2,10983539687013236115,10983539687013236115,0,10983539687013236115
t01001,707,0,875403922,2,10983538681952593074,10983538682827996996,0,10983538682827996996
t01000,707,0,0,2,10983538681952593074,10983538681952593074,0,10983538681952593074
t01000,708,0,524649383,1,5491768838446021008,5491768838970670391,0,5491768838970670391
t01002,708,0,0,1,5491768838446021008,5491768838446021008,0,5491768838446021008
t01001,708,0,0,2,10983537676892042016,10983537676892042016,0,10983537676892042016
t01000,709,0,835937697,1,5491768335915791471,5491768336751729168,0,5491768336751729168
t01001,709,0,0,1,5491768335915791471,5491768335915791471,0,5491768335915791471
t01002,709,0,0,2,10983536671831582943,10983536671831582943,0,10983536671831582943
t01002,710,0,1146308775,2,10983535666771215853,10983535667917524628,0,10983535667917524628
t01001,710,0,0,1,5491767833385607926,5491767833385607926,0,5491767833385607926
t01000,710,0,0,1,5491767833385607926,5491767833385607926,0,5491767833385607926
t01000,711,0,609102651,2,10983534661710940747,10983534662320043398,0,10983534662320043398
t01002,711,0,0,2,10983534661710940747,10983534661710940747,0,10983534661710940747
t01001,711,0,0,1,5491767330855470373,5491767330855470373,0,5491767330855470373
t01001,712,0,607803400,1,5491766828325378812,5491766828933182212,0,5491766828933182212
t01000,712,0,0,3,16475300484976136437,16475300484976136437,0,16475300484976136437
t01002,713,0,1051412788,1,5491766325795333243,5491766326846746031,0,5491766326846746031
t01000,713,0,0,1,5491766325795333243,5491766325795333243,0,5491766325795333243
t01001,713,0,0,2,10983532651590666487,10983532651590666487,0,10983532651590666487
t01001,714,0,3502268430,3,16475297469796000999,16475297473298269429,0,16475297473298269429
t01000,715,0,1126881949,3,16475295962206140243,16475295963333022192,0,16475295963333022192
t01001,715,0,0,1,5491765320735380081,5491765320735380081,0,5491765320735380081
t01000,716,0,622013492,3,16475294454616417463,16475294455238430955,0,16475294455238430955
t01001,716,0,0,1,5491764818205472487,5491764818205472487,0,5491764818205472487
t01002,716,0,0,2,10983529636410944975,10983529636410944975,0,10983529636410944975
t01002,717,0,678296039,2,10983528631351221772,10983528632029517811,0,10983528632029517811
t01000,717,0,0,3,16475292947026832658,16475292947026832658,0,16475292947026832658
t01001,717,0,0,2,10983528631351221772,10983528631351221772,0,10983528631351221772
t01001,718,0,686446201,1,5491763813145795276,5491763813832241477,0,5491763813832241477
t01000,718,0,21042999,1,5491763813145795276,5491763813166838275,0,5491763813166838275
